Codigo,clave,descripcion
15317,LMCB-6T,"Lima de media caña, bastarda, 6, con mango doble inyección"
15318,LMCB-8T,"Lima de media caña, bastarda, 8, con mango doble inyección"
15319,LES-6T,"Lima escofina, 6', con mango doble inyección"
15320,CHP-25R,"Caja herramienta, plástica, 25', con ruedas"
15321,LES-8T,"Lima escofina, 8', con mango doble inyección"
15322,GU-LIMV-C,"Guantes limpieza, nitrilo verde, chicos"
15323,GU-LIMV-M,"Guantes limpieza, nitrilo verde,medianos"
15324,GU-LIMV-G,"Guantes limpieza, nitrilo verde, grandes"
15325,PICK-UPX,"Imán extensible de acero inoxidable, 3.6 kg"
15326,PICK-UPL,"Imán extensible, flexible de acero con LED, 3.4 kg"
15327,BAV-19/64-N,"Broca de alta velocidad, oxido negro, 19/64'"
15328,BAV-5/16-N,"Broca de alta velocidad, oxido negro, 5/16'"
15329,BAV-21/64-N,"Broca de alta velocidad, oxido negro, 21/64'"
15335,BAV-11/32-N,"Broca de alta velocidad, oxido negro, 11/32'"
15336,BAV-23/64-N,"Broca de alta velocidad, oxido negro, 23/64'"
15337,BAV-3/8-N,"Broca de alta velocidad, oxido negro, 3/8'"
15338,BAV-25/64-N,"Broca de alta velocidad, oxido negro, 25/64'"
15339,BAV-13/32-N,"Broca de alta velocidad, oxido negro, 13/32'"
15341,GEN-15X,"Generador eléctrico a gasolina, 1,500 W"
15342,GEN-25X,"Generador eléctrico a gasolina, 2,500 W"
15343,GEN-45X,"Generador eléctrico a gasolina, 4,500 W"
15344,GEN-55X,"Generador eléctrico a gasolina, 5,500 W"
15345,GEN-80X,"Generador eléctrico a gasolina, alta potencia, 8,000 W"
15348,CALA-NX6,"Sierra caladora, industrial, 750 W"
15361,LT-23,"Lona reforzada, 2 x 3 metros"
15362,LT-33,"Lona reforzada, 3 x 3 metros"
15363,LT-34,"Lona reforzada, 3 x 4 metros"
15364,LT-45,"Lona reforzada, 4 x 5 metros"
15365,LT-46,"Lona reforzada, 4 x 6 metros"
15366,LT-56,"Lona reforzada, 5 x 6 metros"
15367,LT-612,"Lona reforzada, 6 x 12 metros"
15368,LT-1217,"Lona reforzada, 12 x 17 metros"
15369,LT-23Z,"Lona reforzada, 2 x 3 metros, azul"
15370,LT-33Z,"Lona reforzada, 3 x 3 metros, azul"
15371,LT-34Z,"Lona reforzada, 3 x 4 metros, azul"
15372,LT-45Z,"Lona reforzada, 4 x 5 metros, azul"
15373,LT-46Z,"Lona reforzada, 4 x 6 metros, azul"
15374,LT-56Z,"Lona reforzada, 5 x 6 metros, azul"
15375,LT-612Z,"Lona reforzada, 6 x 12 metros, azul"
15376,LT-1217Z,"Lona reforzada, 12 x 17 metros, azul"
15377,BAV-27/64-N,"Broca de alta velocidad, oxido negro, 27/64'"
15378,BAV-7/16-N,"Broca de alta velocidad, oxido negro, 7/16'"
15379,BAV-29/64-N,"Broca de alta velocidad, oxido negro, 29/64'"
15382,PIPI-33E,"Pistola eléctrica para pintar, 330 w"
15383,PIPI-44E,"Pistola eléctrica para pintar, 440 w"
15384,BAV-15/32-N,"Broca de alta velocidad, oxido negro, 15/32'"
15385,FF-5528,"Fléxometro Fatboy de 5.5 m, cinta 1-1/8'"
15386,BAV-31/64-N,"Broca de alta velocidad, oxido negro, 31/64'"
15387,FH-3ME,"Flexómetro contra impacto, 3 m, 1/2', graduación métrica"
15388,FH-5ME,"Flexómetro contra impacto, 5 m, 3/8', graduación métrica"
15389,FH-8ME,"Flexómetro contra impacto, 8 m, 1', graduación métrica"
15390,BAV-1/2-N,"Broca de alta velocidad, oxido negro, 1/2'"
15391,BAV-9/16-N,"Broca de alta velocidad, oxido negro, 9/16'"
15392,BAV-5/8-N,"Broca de alta velocidad, oxido negro, 5/8'"
15393,BAV-3/4-N,"Broca de alta velocidad, oxido negro, 3/4'"
15394,BAV-7/8-N,"Broca de alta velocidad, oxido negro, 7/8'"
15395,BAV-1-N,"Broca de alta velocidad, oxido negro, 1'"
15398,LIRO-5A,"Lijadora roto orbital, 5', profesional, 240 W"
15399,LIRO-5N,"Lijadora roto orbital, 5', industrial, 240 W"
15400,LLM-11,"Llana, mango madera, 11'"
15403,LLMD-11,"Llana, mango madera, canto dentado triangular, 11'"
15404,LLMC-11,"Llana, mango madera, canto dentado cuadrado, 11'"
15406,LLM-6L,"Llana, mango madera, 6 remaches, 11'"
15409,LLM-6D,"Llana, mango madera,6 remaches, canto dentado triangular,11'"
15410,LLM-6C,"Llana, mango madera, 6 remaches, canto dentado cuadrado, 11'"
15412,LLP-6L,"Llana, mango plástico, 6 remaches, 11'"
15413,LLP-6C,"Llana, mango plástico,6 remaches, canto dentado cuadrado,11'"
15415,LLP-6D,"Llana,mango plástico,6 remaches,canto dentado triangular,11'"
15416,CHS-600A,"Chaleco de seguridad con cierre, azul"
15417,CHS-600R,"Chaleco de seguridad con cierre, rojo"
15418,FL-10,"Flota de esponja, 9-1/2', espesor 3/4', acabado áspero"
15420,CALA-A3,"Sierra caladora, profesional, 550 W"
15421,VOLT,"Volteador 11 x 5', aluminio"
15422,CALA-A4,"Sierra caladora, profesional, 650 W"
15423,CALA-A5,"Sierra caladora, profesional, 750 W"
15424,RAY,"Rayador 11 x 5', aluminio"
15425,FL-12,"Flota de esponja, 12', espesor 1/2', acabado áspero"
15427,FL-10N,"Flota de hule, 9-1/2', espesor 5/8', acabado fino"
15428,FL-10X,"Flota de hule, 9-1/2', espesor 5/8', acabado liso"
15455,ANZU-08,"Anzuelo para pesca # 8, 100 piezas"
15456,ANZU-09,"Anzuelo para pesca # 9, 100 piezas"
15457,ANZU-10,"Anzuelo para pesca # 10, 100 piezas"
15458,ANZU-11,"Anzuelo para pesca # 11, 100 piezas"
15459,ANZU-12,"Anzuelo para pesca # 12, 100 piezas"
15460,E6011-4,"Electrodo 6011 de 1/8', bolsa de 1 kg"
15461,E6011-5,"Electrodo 6011 de 5/32', bolsa de 1 kg"
15462,ANZU-13,"Anzuelo para pesca # 13, 100 piezas"
15463,ANZU-14,"Anzuelo para pesca # 14, 100 piezas"
15464,TROMP-1,"Trompo de piso para madera, 1'"
15465,ANZU-15,"Anzuelo para pesca # 15, 100 piezas"
15466,ANZU-16,"Anzuelo para pesca # 16, 100 piezas"
15467,ANZU-18,"Anzuelo para pesca # 18, 100 piezas"
15468,ANZU-20,"Anzuelo para pesca # 20, 100 piezas"
15471,ZC-425C,"Zapatos dieléctricos con casquillo, #25, café"
15472,ZC-426C,"Zapatos dieléctricos con casquillo, #26, café"
15473,ZC-427C,"Zapatos dieléctricos con casquillo, #27, café"
15474,ZC-428C,"Zapatos dieléctricos con casquillo, #28, café"
15475,ZC-429C,"Zapatos dieléctricos con casquillo, #29, café"
15476,ZC-430C,"Zapatos dieléctricos con casquillo, #30, café"
15477,BRO-1/2TP,Broquero 1/2' para taladro de piso
15478,BRO-5/8TPX,Broquero 5/8' para taladro de piso
15479,ZC-425N,"Zapatos dieléctricos con casquillo, #25, negro"
15480,LLCR-18,"Llave de cruz para auto, 18'"
15481,LLCR-20,"Llave de cruz para auto, 20'"
15484,LLCR-14X,"Llave de cruz para auto, 14', plegable"
15485,LLAR-7,Llave de artillería 1-1/8 x 7/8'
15486,LLAR-8,Llave de artillería 1 x 1-1/8'
15487,LLAR-9,Llave de artillería 1-1/16 x 1-1/4'
15488,LLAR-10,Llave de artillería 13/16 x 1-1/2'
15489,LLAR-33,Llave de artillería 33 mm x 3/4'
15490,LL-GA,Llave para tanque de gas
15493,ZC-426N,"Zapatos dieléctricos con casquillo, #26, negro"
15494,ZC-427N,"Zapatos dieléctricos con casquillo, #27, negro"
15495,ZC-428N,"Zapatos dieléctricos con casquillo, #28, negro"
15496,ZC-429N,"Zapatos dieléctricos con casquillo, #29, negro"
15497,PET-4,"Perico profesional, 4'"
15498,PET-18,"Perico profesional, 18'"
15499,PET-24,"Perico profesional, 24'"
15500,PET-6,"Perico profesional, 6'"
15501,PET-8,"Perico profesional, 8'"
15502,PET-10,"Perico profesional, 10'"
15503,PET-12,"Perico profesional, 12'"
15504,PET-15,"Perico profesional, 15'"
15505,PET-6C,"Perico 6' cromado, grado industrial"
15506,PET-8C,"Perico 8' cromado, grado industrial"
15507,PET-10C,"Perico 10' cromado, grado industrial"
15508,PET-12C,"Perico 12' cromado, grado industrial"
15509,PET-6X,Perico 6' cromado con grip
15510,PET-8X,Perico 8' cromado con grip
15511,PET-10X,Perico 10' cromado con grip
15512,PET-12X,Perico 12' cromado con grip
15515,LLC-801,"Llave universal con cadena, 300 mm"
15530,ALE-7M,Juego de 7 llaves Allen milimétricas con organizador
15533,ALE-7P,Juego de 7 llaves Allen standard con organizador
15536,ALL-10M,Juego de 10 llaves Allen milimétricas con organizador
15537,ZC-430N,"Zapatos dieléctricos con casquillo, #30, negro"
15538,ZC-325N,"Zapatos industriales con casquillo, #25, negro"
15539,ALL-10P,Juego de 10 llaves Allen standard con organizador
15540,ZC-326N,"Zapatos industriales con casquillo, #26, negro"
15541,ZC-327N,"Zapatos industriales con casquillo, #27, negro"
15542,ALL-13M,Juego de 13 llaves Allen milimétricas con organizador
15543,ZC-328N,"Zapatos industriales con casquillo, #28, negro"
15544,ZC-329N,"Zapatos industriales con casquillo, #29, negro"
15545,ALL-13P,Juego de 13 llaves Allen standard con organizador
15548,ALLX-7M,Jgo de 7 llaves Allen extralargas milimétricas c/organizador
15551,ALLX-7P,"Juego de llaves Allen, extralargas, 7 piezas"
15552,TORX-7C,"Juego de llaves Torx, 7 piezas con organizador"
15553,TORX-7L,"Juego de llaves Torx, 7 piezas, largas"
15554,TORX-9,"Juego de llaves Torx, 9 piezas"
15555,ALL-8M,"Juego de 8 llaves Allen, tipo navaja, milimétricas"
15556,ALL-8P,"Juego 8 llaves Allen standard tipo navaja, cuerpo de lámina"
15557,ALL-7M,"Juego de 7 llaves Allen, tipo navaja, milimétricas"
15560,ALL-7P,"Juego 7 llaves Allen standard tipo navaja,cuerpo de lámina"
15562,ALL-30,Juego de 30 llaves Allen standard y milimétricas c/estuche
15563,ALL-9M,"Juego de 9 llaves Allen, tipo navaja, cuerpo de lámina, mm"
15564,ZC-330N,"Zapatos industriales con casquillo, #30, negro"
15566,ALL-9P,"Juego de 9 llaves Allen, tipo navaja, cuerpo de lámina, std"
15569,TORX-8,"Juego de llaves Torx, 8 piezas, tipo navaja, cuerpo lámina"
15572,ALL-25,Juego de 25 llaves Allen standard y milimétricas c/estuche
15590,LL-2008,"Llave combinada, extralarga, 1/4' x 130 mm"
15591,LL-2010,"Llave combinada, extralarga, 5/16' x 147 mm"
15592,LL-2012,"Llave combinada, extralarga, 3/8' x 171 mm"
15593,LL-2014,"Llave combinada, extralarga, 7/16' x 184 mm"
15594,LL-2016,"Llave combinada, extralarga, 1/2' x 206 mm"
15595,LL-2018,"Llave combinada, extralarga, 9/16' x 220 mm"
15596,LL-2020,"Llave combinada, extralarga, 5/8' x 242 mm"
15597,LL-2022,"Llave combinada, extralarga, 11/16' x 255 mm"
15598,LL-2024,"Llave combinada, extralarga, 3/4' x 279 mm"
15599,LL-2026,"Llave combinada, extralarga, 13/16' x 303 mm"
15600,LL-2028,"Llave combinada, extralarga, 7/8' x 317 mm"
15601,LL-2030,"Llave combinada, extralarga, 15/16' x 338 mm"
15602,LL-2032,"Llave combinada, extralarga, 1' x 371 mm"
15603,LL-2034,"Llave combinada, extralarga, 1-1/16' x 387 mm"
15604,LL-2036,"Llave combinada, extralarga, 1-1/8' x 404 mm"
15605,LL-2040,"Llave combinada, extralarga, 1-1/4' x 431 mm"
15606,LL-2042,"Llave combinada, extralarga, 1-5/16' x 470 mm"
15607,LL-2044,"Llave combinada, extralarga, 1-3/8' x 470 mm"
15608,LL-2046,"Llave combinada, extralarga, 1-7/16' x 510 mm"
15609,LL-2048,"Llave combinada, extralarga, 1-1/2' x 510 mm"
15610,LL-2006M,"Llave combinada, extralarga, milimétrica, 6 x 130 mm"
15611,LL-2007M,"Llave combinada, extralarga, milimétrica, 7 x 137 mm"
15612,LL-2008M,"Llave combinada, extralarga, milimétrica, 8 x 147 mm"
15613,LL-2009M,"Llave combinada, extralarga, milimétrica, 9 x 159 mm"
15614,LL-2010M,"Llave combinada, extralarga, milimétrica, 10 x 172 mm"
15615,LL-2011M,"Llave combinada, extralarga, milimétrica, 11 x 184 mm"
15616,LL-2012M,"Llave combinada, extralarga, milimétrica, 12 x 195 mm"
15617,LL-2013M,"Llave combinada, extralarga, milimétrica, 13 x 207 mm"
15618,LL-2014M,"Llave combinada, extralarga, milimétrica, 14 x 220 mm"
15619,LL-2015M,"Llave combinada, extralarga, milimétrica, 15 x 232 mm"
15620,LL-2016M,"Llave combinada, extralarga, milimétrica, 16 x 243 mm"
15621,LL-2017M,"Llave combinada, extralarga, milimétrica, 17 x 256 mm"
15622,LL-2018M,"Llave combinada, extralarga, milimétrica, 18 x 268 mm"
15623,LL-2019M,"Llave combinada, extralarga, milimétrica, 19 x 280 mm"
15624,LL-2020M,"Llave combinada, extralarga, milimétrica, 20 x 290 mm"
15625,LL-2021M,"Llave combinada, extralarga, milimétrica, 21 x 301 mm"
15626,LL-2022M,"Llave combinada, extralarga, milimétrica, 22 x 319 mm"
15627,LL-2024M,"Llave combinada, extralarga, milimétrica, 24 x 339 mm"
15628,LL-2026M,"Llave combinada, extralarga, milimétrica, 26 x 373 mm"
15629,LL-2027M,"Llave combinada, extralarga, milimétrica, 27 x 388 mm"
15630,LL-2028M,"Llave combinada, extralarga, milimétrica, 28 x 396 mm"
15631,LL-2052,"Llave combinada, extralarga, 1-5/8' x 550 mm"
15632,LL-2054,"Llave combinada, extralarga, 1-11/16' x 550 mm"
15633,LL-2056,"Llave combinada, extralarga, 1-3/4' x 611 mm"
15634,LL-2058,"Llave combinada, extralarga, 1-13/16' x 611 mm"
15635,LL-2060,"Llave combinada, extralarga, 1-7/8' x 650 mm"
15649,LL-2050,"Llave combinada, extralarga, 1-9/16' x 564 mm"
15650,LL-2023M,"Llave combinada, extralarga, milimétrica, 23 x 319 mm"
15651,LL-2025M,"Llave combinada, extralarga, milimétrica, 25 x 388 mm"
15666,LL-2064,"Llave combinada, extralarga, 2' x 650 mm"
15676,LL-2038,"Llave combinada, extralarga, 1-3/16' x 128 mm"
15678,LL-3016,"Llave española, 3/16 x 1/4' x 127 mm"
15679,ROTO-1/2A7,"Rotomartillo 1/2', profesional, 600 W"
15680,LL-3018,"Llave española, 1/4 x 5/16' x 127 mm"
15681,CARB-ESMA-4-1/2A3-16,"Carbones de repuesto para esmeriladora ESMA-4-1/2A3, 2016"
15682,LL-3020,"Llave española, 5/16 x 3/8' x 135 mm"
15684,LL-3021,"Llave española, 3/8 x 7/16' x 146 mm"
15686,LL-3025,"Llave española, 7/16 x 1/2' x 156 mm"
15688,LL-3026,"Llave española, 1/2 x 9/16' x 165 mm"
15690,LL-3030,"Llave española, 9/16 x 5/8' x 185 mm"
15692,LL-3031,"Llave española, 5/8 x 3/4' x 210 mm"
15693,LL-3033,"Llave española, 19/32 x 11/16' x 184 mm"
15694,LL-3034,"Llave española, 5/8 x 11/16' x 185 mm"
15696,LL-3035,"Llave española, 11/16 x 3/4' x 227 mm"
15698,LL-3038,"Llave española, 3/4 x 13/16' x 240 mm"
15699,LL-3039,"Llave española, 3/4 x 7/8' x 255 mm"
15700,LL-3040,"Llave española, 13/16 x 7/8' x 255 mm"
15702,LL-3045,"Llave española, 15/16 x 1' x 293 mm"
15704,LL-30607,"Llave española, milimétrica, 6 x 7 x 126 mm"
15706,LL-30809,"Llave española, milimétrica, 8 x 9 x 135 mm"
15707,LL-30810,"Llave española, milimétrica, 8 x 10 x 133 mm"
15708,LL-31011,"Llave española, milimétrica, 10 x 11 x 146 mm"
15709,LL-31012,"Llave española, milimétrica, 10 x 12 x 146 mm"
15710,LL-31213,"Llave española, milimétrica, 12 x 13 x 165 mm"
15712,LL-31415,"Llave española, milimétrica, 14 x 15 x 185 mm"
15714,LL-31617,"Llave española, milimétrica, 16 x 17 x 185 mm"
15716,LL-31819,"Llave española, milimétrica, 18 x 19 x 227 mm"
15717,LL-31922,"Llave española, milimétrica, 19 x 22 x 254 mm"
15735,LL-2010X,"Llave combinada con matraca, 5/16' x 140 mm"
15736,LL-2012X,"Llave combinada con matraca, 3/8' x 159 mm"
15737,LL-2014X,"Llave combinada con matraca, 7/16' x 165 mm"
15738,LL-2016X,"Llave combinada con matraca, 1/2' x 178 mm"
15739,LL-2018X,"Llave combinada con matraca, 9/16' x 191 mm"
15740,LL-2020X,"Llave combinada con matraca, 5/8' x 208 mm"
15741,LL-2024X,"Llave combinada con matraca, 3/4' x 248 mm"
15742,LL-2008MX,"Llave combinada con matraca, milimétrica, 8 x 140 mm"
15743,LL-2010MX,"Llave combinada con matraca, milimétrica, 10 x 159 mm"
15744,LL-2012MX,"Llave combinada con matraca, milimétrica, 12 x 172 mm"
15745,LL-2013MX,"Llave combinada con matraca, milimétrica, 13 x 178 mm"
15746,LL-2014MX,"Llave combinada con matraca, milimétrica, 14 x 191 mm"
15747,LL-2015MX,"Llave combinada con matraca, milimétrica, 15 x 200 mm"
15748,LL-2018MX,"Llave combinada con matraca, milimétrica, 18 x 237 mm"
15749,LL-2019MX,"Llave combinada con matraca, milimétrica, 19 x 248 mm"
15750,LL-8180,"Llave de estrías, 3/8 x 7/16' x 179 mm"
15751,LL-8181,"Llave de estrías, 1/2 x 9/16' x 206 mm"
15752,LL-8182,"Llave de estrías, 5/8 x 11/16' x 236 mm"
15753,LL-8184,"Llave de estrías, 3/4 x 7/8' x 292mm"
15754,LL-8185,"Llave de estrías, 15/16 x 1' x 362 mm"
15755,LL-8183,"Llave de estrías, 25/32 x 13/16' x 292mm"
15756,LL-8186,"Llave de estrías, 1-1/16 x 1-1/8' x 406 mm"
15760,LL-80911,"Llave de estrías, milimétrica, 9 x 11 x 180 mm"
15761,LL-81011,"Llave de estrías, milimétrica, 10 x 11 x 180 mm"
15762,LL-81314,"Llave de estrías, milimétrica, 13 x 14 x 206 mm"
15763,LL-81617,"Llave de estrías, milimétrica, 16 x 17 x 236 mm"
15764,LL-81922,"Llave de estrías, milimétrica, 19 x 22 x 292 mm"
15765,LL-82426,"Llave de estrías, milimétrica, 24 x 26 x 292 mm"
15766,BOQ-4000,"Boquillas para hidrolavadora LAGAS-4000, set 5 pzas."
15767,LAN-4000,Lanza portaboquillas para hidrolavadora LAGAS-4000
15768,PIST-4000,Pistola para hidrolavadora LAGAS-4000
15769,MANG-4000,Manguera para hidrolavadora LAGAS-4000
15770,JC-6M,"Juego de llaves combinadas, 6 piezas, pulidas, milimétricas"
15771,JC-6M-E,"Juego de llaves combinadas, 6 piezas, mm, granalladas"
15772,JC-6P,"Juego de llaves combinadas, 6 piezas, pulidas"
15773,JC-6P-E,"Juego de llaves combinadas, 6 piezas, granalladas"
15774,JC-9M,"Juego de llaves combinadas, 9 piezas, pulidas, milimétricas"
15776,JC-9P,"Juego de llaves combinadas, 9 piezas, pulidas"
15778,JC-11M,"Juego de llaves combinadas, 11 piezas, pulidas, milimétricas"
15779,JC-11M-E,"Juego de llaves combinadas, 11 piezas, mm, granalladas"
15780,JC-11P,"Juego de llaves combinadas, 11 piezas, pulidas"
15781,JC-11P-E,"Juego de llaves combinadas, 11 piezas, granalladas"
15782,CARB-ROEL-20N,Carbones de repuesto para rotomartillo ROEL-20N
15783,CARB-ESMA-4-1/2A8,Carbones de repuesto para esmeriladora ESMA-4-1/2A8
15785,CARB-ESMA-4-1/2A7,Carbones de repuesto para esmeriladora ESMA-4-1/2A7
15786,CARB-CALA-A4,Carbones de repuesto para sierra caladora CALA-A4
15788,CARB-CALA-A5,Carbones de repuesto para sierra caladora CALA-A5
15798,JC-20PM-E,"Juego de llaves combinadas, 20 piezas, std y mm, granalladas"
15816,JC-8XM,"Juego llaves combinadas con matraca, 8pzas, mm,Truper Expert"
15817,JC-8XP,"Juego llaves combinadas con matraca, 8 pzas, Truper Expert"
15818,LLB-10,"Llave de banda, 255 mm"
15824,REV-20,Revolvedor de pintura 20'
15825,CAZ-60X2,"Cortador de azulejo con baleros, 60 cm"
15826,CAZ-60XM2,"Cortador azulejo con baleros, 60 cm, en maletin"
15827,CAZ-75X2,"Cortador de azulejo con baleros, 75 cm"
15828,REP-CAZX-8,"Repuesto cuchilla para cortador de azulejo, 8 mm"
15829,REP-CAZX-10,"Repuesto cuchilla para cortador de azulejo, 10 mm"
15830,ODM-4,Odómetro con rueda doble de 4'
15831,ODM-12,"Odómetro con freno, rueda de 12'"
15832,REP-CAZX-18,"Repuesto cuchilla para cortador de azulejo, 18 mm"
15833,REP-CAZX-COR,"Repuesto cortadores de azulejo, 60X2, corredera"
15835,STI-8,"Llave para tubo, Stilson, 8'"
15836,STI-10,"Llave para tubo, Stilson, 10'"
15837,STI-12,"Llave para tubo, Stilson, 12'"
15838,STI-14,"Llave para tubo, Stilson, 14'"
15839,STI-18,"Llave para tubo, Stilson, 18'"
15840,STI-24,"Llave para tubo, Stilson, 24'"
15841,STI-36,"Llave para tubo, Stilson, 36'"
15842,STI-48,"Llave para tubo, Stilson, 48'"
15843,STIA-12,"Llave para tubo, Stilson, de aluminio, 12'"
15844,STIA-14,"Llave para tubo, Stilson, de aluminio, 14'"
15845,STIA-18,"Llave para tubo, Stilson, de aluminio, 18'"
15846,STIA-24,"Llave para tubo, Stilson, de aluminio, 24'"
15847,STIA-10,"Llave para tubo, Stilson, de aluminio, 10'"
15850,ET-2FX,"Espátula 2', flexible, acero inoxidable"
15851,ET-3FX,"Espátula 3', flexible, acero inoxidable"
15852,ET-4FX,"Espátula 4', flexible, acero inoxidable"
15853,ET-5FX,"Espátula 5',  flexible, acero inoxidable"
15854,ET-6FX,"Espátula 6',  flexible,acero inoxidable"
15855,ET-2-1/2R5X,"Espátula 2-1/2', rígida de 5 usos, acero inoxidable"
15857,CZN-12,Cazanga 12'
15858,CZN-18,Cazanga 18'
15859,CZN-22,Cazanga 22'
15860,T-1173-27B,Machete tipo caguayana 27' cacha negra
15861,T-905-24B,"Machete acapulqueño, 24' cacha negra"
15862,T-905-27B,"Machete acapulqueño, 27' cacha negra"
15863,T-460-14B,Machete estándar 14' cacha negra
15864,T-460-16B,Machete estándar 16' cacha negra
15865,T-460-18B,Machete estándar 18' cacha negra
15866,T-460-20B,Machete estándar 20' cacha negra
15867,T-460-22B,Machete estándar 22' cacha negra
15868,T-460-24B,Machete estándar 24' cacha negra
15869,T-460-26B,Machete estándar 26' cacha negra
15870,T-460-12XB,Machete tipo Rambo 12' cacha negra
15871,T-905-22P,"Machete acapulqueño, 22' cacha naranja"
15873,T-1173-24P,Machete tipo caguayana 24' cacha naranja
15874,T-1173-24B,Machete tipo caguayana 24' cacha negra
15875,MARA-R,"Machete tipo ranchero, recto"
15876,MARA-C,"Machete tipo ranchero, curvo"
15879,T-1848-24B,Machete tipo costeño 24' cacha negra
15880,T-1173-27P,Machete tipo caguayana 27' cacha naranja
15881,T-905-24P,"Machete acapulqueño, 24' cacha naranja"
15882,T-905-27P,"Machete acapulqueño, 27' cacha naranja"
15883,T-460-14P,Machete estándar 14' cacha naranja
15884,T-460-16P,Machete estándar 16' cacha naranja
15885,T-460-18P,Machete estándar 18' cacha naranja
15886,T-460-20P,Machete estándar 20' cacha naranja
15887,T-460-22P,Machete estándar 22' cacha naranja
15888,T-460-24P,Machete estándar 24' cacha naranja
15889,T-460-26P,Machete estándar 26' cacha naranja
15890,T-460-12X,Machete tipo Rambo 12' cacha naranja
15891,MARE-18,"Machete punta recta, 18'"
15892,T-460-18PB,"Machete estándar 18' cacha naranja, caballete"
15893,MACH-18,"Machete doble filo, 18', en blister"
15900,MG-PY,"Mango de repuesto para pala Classic 'Y', 27-1/2'"
15901,MG-PY-P,"Mango de repuesto para pala Promo 'Y', 25'"
15902,MG-PL,"Mango de repuesto para pala Classic larga, 45'"
15903,MG-PL-P,"Mango de repuesto para pala Promo larga, 41'"
15906,MG-MD-4,"Mango de repuesto para marros de 2, 3 y 4 lbs, 12'"
15907,MG-MD-6/16,"Mango de repuesto para marros de 6 a 16 lbs, 35'"
15908,MG-MA-16,"Mango de repuesto para martillo de uña MA-16, 13-1/2'"
